Word,Count
Common.Enumerators.AlarmEnum.FuelDecrease:,1
Raises,1
Common.Enumerators.AlarmEnum,1
character,1
Defines,1
[master],1
[Invoice.Tr,1
AlertGrid,1
//Console.WriteLine(sendObject.GetType().Name);,1
\this.printHandler.PrintText(text,\,1
έκδοσης,1
Logger.Instance.LogToFile(),1
n.Dispenser.PumpSerialNumber,1
four,1
splitPanel4,1
e.AlarmId),1
dbo.ApplicationUser.UserName,1
removedCheckBox,1
slog.SendDate,1
System.Drawing.Printing.PrinterSettings,1
this.controller.GetDispensers().SelectMany(d,1
\tank.NormalizeVolume(currentVolume,\,1
this.radButton7.Image,1
\cpc.ChangeTime.ToString("\dd/MM/yyyy\,1
\Απόδειξης:#{0:N2}"\,\,1
CHECK,1
\Fuelpoints,\,1
alerts),1
(fuelType,1
btnTransactionReport,1
logo,1
//Guid,1
\"\Σύνολα"\;\,1
radDateTimePicker7,1
se.Message,1
Νερού,1
Elapsed,1
officialPumpNumberLabel,1
stopControllerButton,1
BaseMessage.Deserialize(e.MessageString);,1
tf.TankFillingId.ToString();,1
\150,\,1
controllerThread_RefreshAlerts(object,1
wizardPage2,1
increasing,1
btnNozzleTotalsReport,1
/ΕΠΑΓΓΕΛΜΑ:[CompanyOccupation],1
sw.Elapsed;,1
(invoice.Notes,1
isPrintedRadCheckBox,1
.ResX,1
sendLogBindingSource,1
if(alarmControl.CurrentAlarm.DatabaseEntityId,1
assumes,1
btnCustomer,1
nzModels,1
{0},1
labelTotalVolume,1
((int)this.dispenser.ActiveNozzle.CurrentSaleUnitPrice).ToString();,1
discount,1
\System.IO.File.WriteAllText(fileName.Replace("\.xls"\,\,1
SelectBalanceForm,1
Forms.ResolveAlarmForm,1
radLabel17,1
VirtualDispenser[],1
labelTotalVolumeDec,1
\Sale:"\\,1
aControl.CurrentAlarm.AlertType,1
\ev.Nozzle.Dispenser.OfficialPumpNumber,\,1
Program.CurrentUserName;,1
gr,1
controllerPanel,1
[ServerPort],1
tank.PreviousState);,1
balanceBindingSource,1
lastValidLevelLabel,1
dayOfWeekLabel,1
(Data.DatabaseModel)dob;,1
this.PrintToPrinter(titrimetry);,1
\workFlow.Controller.SetEuromatDispenserNumber(workFlow.Dispenser.ChannelId,\,1
[dbo].[DeviceSetting],1
MessageDescriptor,1
Communication.ChangePriceClass,1
lt\r\nΌγκος,1
currentTitrimetry.Tank.TotalVolume;,1
(this.QueryResolveAlarm,1
database.SalesTransactions.Where(s,1
white,1
radMenuItem1_Click(object,1
\this.entriesProcessed["\Titrimetries"\].Add(titrimetry.TitrimetryId);\,1
/END,1
\dbo.TankSale.TankId,\,1
selectInvoiceControl3,1
Initializes,1
Packard,1
fleetManagmentSchedulesBindingSource,1
currentShift,1
\report.ReportParameters["\ShowAdditionalData"\].Value\,1
OrderId,1
EventHandler(Instance_AlarmAdded);,1
System.Drawing.Printing.PrinterSettings();,1
successfully,1
se.EventId.ToString();,1
i.Invoice.TransactionDate);,1
sendCheckInvoiceType,1
orderIdLabel,1
Threads.AlertHandler.Instance.AlarmAdded,1
banner.Close();,1
System.Drawing.Icon,1
TimeSpan.FromMilliseconds(200));,1
se.InvoiceLines.Count,1
opt.OutdoorPaymentTerminalSchedules;,1
this.ShowSendSuccessInfo(sender);,1
executed,1
this.controllerThread.RefreshAlerts,1
(SendLog,1
this.selectInvoiceControl2.DateFrom,1
SelectionForms.SelectShift()),1
this.invoicesProcessed.Add(invoice.InvoiceId.ToString());,1
db.Dispose();,1
\this.controllerThread.AddTankWorkFlow(controllerInterFace,\,1
Reads,1
websiteRadTextBox,1
[idx_invoiceline_salestransaction],1
IsEuromat,1
Reports.ShiftReportFuelType,1
(ev.NozzleId,1
this.database.Tanks.Where(t,1
//Telerik.Reporting.Processing.ReportProcessor,1
InvalidSaleForm,1
\dbo.TankSale.StartVolumeNormalized,\,1
AlertHandler.Instance.Tanks,1
/ΠΡΟΣΘΗΚΗ,1
ΠΟΛΗ:[Trader.City],1
controller_QueryResolveAlarm(object,1
bc1.BalanceId.ToString();,1
CRC,1
irc.PumpSerialNumber;,1
this.invoiceBindingSource;,1
radMenuItem8_Click(object,1
this.messages.Keys),1
Tanks,1
Didn't,1
dbo.FuelTypePrice,1
dispenserNumber),1
lcdDisplay1,1
\Encoding.Convert(Encoding.Default,\,1
Data.OutdoorPaymentTerminalNozzle[],1
ASFuel.AutoPay.Common.FuelTypeModel,1
ControlerType,1
wizardCompletionPage1,1
Data.Titrimetry,1
about,1
!s.ShiftEnd.HasValue).FirstOrDefault();,1
messageId,1
ftlist.Add(nozzle.FuelTypeDescription);,1
Color.DarkOrange;,1
uni,1
userNameRadTextBox,1
nvarchar(200),1
foreach(Data.Tank,1
ni.DispenserNumber);,1
\irc.PublishDateTime.ToString("\dd/MM/yyyy\,1
Increasing,1
Name,1
addressRadSpinEditor,1
validValues,1
[dbo].[OutdoorPaymentTerminal](,1
\name="\CipherText"\>Text\,1
tf.VolumeReal);,1
literCheckGuid,1
log.SendDate,1
FormClosedEventHandler(raf_FormClosed);,1
controllers),1
(int)((this.dispenser.ActiveNozzle.CurrentSaleTotalVolume,1
this.alertsToResolve.Clear();,1
Ascii,1
IsInErrorState(VirtualDevices.VirtualTank,1
toRemoveTank.Add(ac);,1
nzModel.DispenserId,1
this.database.TankSales.Where(ts,1
this.traderRadGridView.Rows.Where(r=>r.DataBoundItem,1
HH:MM,1
Threads.ResolveAlarmData[],1
(this.labelTotalPriceDec.Text.Length,1
SimpleTCP.SimpleTcpServer();,1
τιμές,1
(VirtualDevices.VirtualTank,1
this.decPlacesRadSpinEditor.DataBindings.Clear();,1
\lines.ToArray(),\,1
traderIdLabel,1
Κλειδωμένη,1
totalCounterLabel,1
(invoice.Printer,1
Reports.SaleReport,1
msg.Nozzles,1
Output,1
typeof(string)),1
Excel,1
radLabel18,1
\ExecuteCommand,\,1
List<NozzleTypeModel>,1
Reports.NozzleTotalsReport,1
this.database.Invoices.Where(s,1
letter),1
i.InvoiceId,1
tank.GetTankVolume(tank.CurrentFuelLevel);,1
ValidValues[0];,1
FuelTypeModel();,1
DateTime.Today.AddDays(-weekDay).AddDays(1);,1
MessageTypeEnum.DisableOPT).Count(),1
[,1
ΠΡΟΤΙΜΗΣΗΣ,1
if(decimalPrice,1
ConcurrentBag<SendLog>();,1
serverPortRadSpinEditor,1
vehicleIdLabel,1
this.panelDispenser);,1
Εξαγωγής,1
vTank,1
this.StringToImage(logo);,1
postalCodeextBox,1
this.panelGeneral);,1
RefreshAlerts;,1
Telerik.Reporting.Report,1
rm;,1
nozzleFlowPanel,1
\terminal.ServerPort,\,1
SentStatus,1
gm,1
vNozzle,1
radMenuItem2_Click(object,1
(msg.Sent),1
radPageViewPage5,1
this.objectsToDispose.Add(ds4);,1
use,1
f,1
(DocSeries,1
emsg1.MessageId,1
this.controller.GetTanks();,1
atgTypeDropDownList,1
\string.Format("\{0:dd/MM/yyyy\,1
\Bitmap(img,\,1
N&apos;[FileName]_log.ldf&apos;,1
watcher.EnableRaisingEvents,1
EuromatTransmitter.EutromatStateEnum,1
Forms.ResolveAlarmForm;,1
nozzle.Alerts),1
\BaseMessage.Deserialize(data,\,1
v1.1.2,1
Abbreviation,1
(raf.DialogResult,1
scpecific,1
EventHandler<WorkFlow.QueryAlarmResolvedArgs>(workFlow_QueryAlarmResolved);,1
radPanel1,1
SerializeObject<T>(this,1
2);,1
AlertHandler.Instance.CheckForDispenserAlerts(vd);,1
titrimetryLevelsBindingSource,1
Αθροιστή,1
Common.Enumerators.TankStatusEnum.LevelDecrease:,1
summaryDescriptionItem.AggregateExpression,1
btnFillingStart,1
Threads.AlertHandler.Instance.AlarmUpdated,1
alarmThresholdSpin,1
Threads.ResolveAlarmData();,1
aControl,1
this.panel5.SuspendLayout();,1
alertsToKeep,1
this.database.Add(log);,1
inValidationDateRadDateTimePicker,1
\Παραστατικού"\,\,1
dispenser.IsLocked(dispenser.DispenserId);,1
pos,1
EventHandler<WorkFlow.AlarmRaisedEventArgs>(controllerThread_AlarmRaised);,1
Gilbarco,1
this.objectsToDispose.Add(ds1);,1
se.DeviceDescription,1
f.Name,1
DateTime.Today.AddDays(-DateTime.Today.Day).AddDays(1);,1
Need,1
Setting,1
Reports.DeliveryReport,1
scheduleTypeLabel,1
dNozzle.FuelType.CurrentPrice),1
(this.currentReport,1
loggon.LoggonTime,1
@Year,1
alarm.DatabaseEntityId).FirstOrDefault();,1
Common.Enumerators.TankStatusEnum.HighWaterLevel:,1
/ΤΥΠΟΣ,1
DecimalPlaces,1
ResolveAlarm(VirtualBaseAlarm,1
\"\InvoiceLines"\);\,1
\oC"\,\,1
this.panel5.Height),1
clockLabel,1
subReportSource1,1
Method,1
workFlow.Dispenser.EuromatNumber);,1
ASFuel.AutoPay.Common.GetNextSale,1
textCell,1
\ROUND(TotalPrice,\,1
\se.EventDate.ToString("\dd/MM/yyyy\,1
Εκτος,1
ds5,1
/str,1
=&apos;394612c6-073c-4820-aa60-828aaecefcb7&apos;,1
baseDensityRadSpinEditor,1
radDateTimePicker4,1
Color.FromArgb(this.dispenser.Nozzles[0].FuelColor);,1
dbo.ApplicationUser,1
if(this.messages.ContainsKey(bm.MessageId)),1
refreshing,1
TreadRun(),1
below:,1
number,1
literCheckInvoiceType,1
Reports.TransactionReport();,1
selectInvoiceControl2,1
Reports.BalanceReports.DivergenceBalanceReport,1
ΓΙΑ,1
MessageTypeEnum.EnableOPT).Count(),1
ts.SalesTransaction).SelectMany(s,1
vtank.FillingStartTankLevel,1
[FleetManagerDispenserId],1
tankFilling.SignSignature,1
Series,1
\HH:mm},\,1
currentNettoFuelNomalizedVolumeLabel,1
dark,1
this.database.TankFillings.Where(s,1
numberLabel,1
Color.Maroon;,1
mgsRet.MessageString.LastIndexOf('>');,1
\"\UnitPriceDecimalPlaces"\,\,1
//try,1
\name="\subject"\></param>\,1
through,1
Nozzles,1
[DeviceId],1
(vn.Alerts.Where(a,1
DeviceSettingForm,1
orderIdRadSpinEditor,1
Studio,1
btnInvoiceTypes,1
subReportSource2.ReportDocument,1
se.NozzleId,1
[nvarchar](500),1
msg.Sent,1
nvarchar(150),1
log.Data;,1
this.portDropDown.DisplayMember,1
this.alertGrid.QueryRemovrControl,1
first,1
1024KB,1
\Ποσοτήτων:#{0:N2}"\,\,1
defInvType,1
e.Node),1
\HH:mm:ss"\);\,1
encrypted,1
applying,1
labelTotalPriceDec,1
(banner.Visible),1
[assembly:,1
tank.TankFillings.Where(tf,1
fInfo,1
ResolveAlarmData[],1
encoding=&quot;utf-8&quot;,1
AlarmResolvedArgs,1
Ηρεμίας,1
TankControl,1
&apos;43745033-f668-4910-9c10-2a4ddf8a8e43&apos;,1
\DateDiff(minute,\,1
while,1
\alarm.MessageText.IndexOf("\Σύνολο\,1
\(sender.GetType().GetInterface("\ASFuelControl.WorkFlow.IFuelPumpWorkFlow"\)\,1
this.printHandler.PrintInvoice(invoice);,1
amdikaTextBox,1
\name="\sign"\></param>\,1
@Month,1
//string,1
\nozzle.Dispenser.CommunicationController.EuromatPort.Value,\,1
print,1
TankLevel,1
Common.Enumerators.ApplicationUserLevelEnum.Administrator,1
TODO:,1
fuelLevelLabel,1
ni.NozzleNumber).FirstOrDefault();,1
s.EventId.ToString().ToLower(),1
\disp,\,1
Color.White);,1
[dbo].[ChangeLog](,1
currentTitrimetry.TitrimetryLevels.Max(t,1
\Color.FromArgb(180,\,1
acting,1
\name="\prevVol"\></param>\,1
i.Invoice.InvoiceType.TransactionSign.Value,1
toRemoveGen,1
logToSave,1
emsg.ErrorCode,1
